Library ID,Submission Year,Library Name,Street Address,City,State,Longitude,Latitude
IL0581,2015,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,13820 CENTRAL PARK AVENUE,ROBBINS,IL,-87.7086632,41.6417906
IL0584,2015,WILMETTE PUBLIC LIBRARY DISTRICT,1242 WILMETTE AVENUE,WILMETTE,IL,-87.70915699999999,42.074597
IL0585,2015,WILMINGTON PUBLIC LIBRARY DISTRICT,201 SOUTH KANKAKEE STREET,WILMINGTON,IL,-88.14411199999999,41.307478
IL0586,2015,WINCHESTER PUBLIC LIBRARY,215 NORTH MAIN STREET,WINCHESTER,IL,-90.4562132,39.6328278
IL0587,2015,WINDSOR STORM MEMORIAL PUBLIC LIBRARY DISTRICT,102 SOUTH MAPLE STREET,WINDSOR,IL,-88.5935958,39.438204999999996
IL0588,2015,WINFIELD PUBLIC LIBRARY,0S291 WINFIELD ROAD,WINFIELD,IL,-88.15833690000001,41.8659719
IL0589,2015,WINNEBAGO PUBLIC LIBRARY DISTRICT,210 NORTH ELIDA STREET,WINNEBAGO,IL,-89.241443,42.268231
IL0590,2015,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,768 OAK STREET,WINNETKA,IL,-87.733121,42.104599
IL0591,2015,WITT TOWNSHIP MEMORIAL LIBRARY,18 NORTH SECOND STREET,WITT,IL,-89.3518757,39.254302
IL0592,2015,WOOD DALE PUBLIC LIBRARY DISTRICT,520 NORTH WOOD DALE ROAD,WOOD DALE,IL,-87.9797361,41.9776462
IL0593,2015,WOOD RIVER PUBLIC LIBRARY,326 EAST FERGUSON AVENUE,WOOD RIVER,IL,-90.0907,38.861067
IL0594,2015,WOODRIDGE PUBLIC LIBRARY,3 PLAZA DRIVE,WOODRIDGE,IL,-88.04451999999999,41.756422
IL0595,2015,CITY OF WOODSTOCK PUBLIC LIBRARY,414 WEST JUDD STREET,WOODSTOCK,IL,-88.45225500000001,42.315567
IL0596,2015,WORDEN PUBLIC LIBRARY DISTRICT,111 EAST WALL STREET,WORDEN,IL,-89.838761,38.931566
IL0597,2015,WORTH PUBLIC LIBRARY DISTRICT,6917 WEST 111TH STREET,WORTH,IL,-87.792299,41.69005
IL0598,2015,RAYMOND A SAPP MEMORIAL TOWNSHIP LIBRARY,103 EAST MAIN STREET,WYANET,IL,-89.5835434,41.3653358
IL0599,2015,WYOMING PUBLIC LIBRARY DISTRICT,119 NORTH SEVENTH STREET,WYOMING,IL,-89.7731208,41.0620533
IL0600,2015,YORKVILLE PUBLIC LIBRARY,902 GAME FARM ROAD,YORKVILLE,IL,-88.45099920000001,41.6531258
IL0601,2015,ZEIGLER PUBLIC LIBRARY,102 EAST MARYLAND STREET,ZEIGLER,IL,-89.05165550000001,37.8991734
IL0602,2015,ZION-BENTON PUBLIC LIBRARY DISTRICT,2400 GABRIEL AVENUE,ZION,IL,-87.839084,42.451343
IL0603,2015,VESPASIAN WARNER PUBLIC LIBRARY DISTRICT,310 NORTH QUINCY STREET,CLINTON,IL,-88.96175799999999,40.154977
IL0604,2015,WEST UNION DISTRICT LIBRARY,209 WEST UNION STREET,WEST UNION,IL,-87.66765459999999,39.2159637
IL0606,2015,BRIGHTON MEMORIAL LIBRARY DISTRICT,110 NORTH MAIN STREET,BRIGHTON,IL,-90.14139229999999,39.0393164
IL0607,2015,FARMERSVILLE-WAGGONER PUBLIC LIBRARY DISTRICT,210 SOUTH CLEVELAND STREET,FARMERSVILLE,IL,-89.6515811,39.4424928
IL0608,2015,LINCOLNWOOD PUBLIC LIBRARY DISTRICT,4000 WEST PRATT AVENUE,LINCOLNWOOD,IL,-87.729423,42.004497
IL0609,2015,MELROSE PARK PUBLIC LIBRARY,801 NORTH BROADWAY AVE.,MELROSE PARK,IL,-87.856623,41.894338
IL0610,2015,SMITHTON PUBLIC LIBRARY DISTRICT,109 SOUTH MAIN STREET,SMITHTON,IL,-89.992194,38.407643
IL0612,2015,FOUR STAR PUBLIC LIBRARY DISTRICT,132 WEST SOUTH STREET,MENDON,IL,-91.28495600000001,40.088729
IL0613,2015,RAMSEY PUBLIC LIBRARY,401 SOUTH SUPERIOR STREET,RAMSEY,IL,-89.1082835,39.147248299999994
IL0614,2015,WILLIAMSFIELD PUBLIC LIBRARY DISTRICT,111 WEST GALE STREET,WILLIAMSFIELD,IL,-90.018918,40.923455
IL0634,2015,CISSNA PARK COMMUNITY LIBRARY DISTRICT,511 NORTH SECOND STREET,CISSNA PARK,IL,-87.8930348,40.5697917
IL0635,2015,ARGENTA-OREANA PUBLIC LIBRARY DISTRICT,100 SOUTH ROUTE 48,OREANA,IL,-88.8656747,39.937405
IL0636,2015,HUNTLEY AREA PUBLIC LIBRARY DISTRICT,11000 RUTH ROAD,HUNTLEY,IL,-88.412741,42.169321999999994
IL0637,2015,CRESTWOOD PUBLIC LIBRARY DISTRICT,4955 WEST 135TH STREET,CRESTWOOD,IL,-87.74418299999999,41.647112
IL0638,2015,GLEN CARBON CENTENNIAL LIBRARY,198 SOUTH MAIN STREET,GLEN CARBON,IL,-89.98405699999999,38.748371
IL0639,2015,HUDSON AREA PUBLIC LIBRARY DISTRICT,104 PEARL STREET,HUDSON,IL,-88.99195329999999,40.6042196
IL0640,2015,ROBERT W. ROWE PUBLIC LIBRARY DISTRICT,120 EAST SI JOHNSON AVENUE,SHERIDAN,IL,-88.67986529999999,41.5299362
IL0641,2015,DOYLE PUBLIC LIBRARY DISTRICT,109 SOUTH O'BANNON STREET,RAYMOND,IL,-89.5683287,39.3264259
IL0644,2015,CORTLAND COMMUNITY LIBRARY,63 SOUTH SOMONAUK ROAD,CORTLAND,IL,-88.68876999999999,41.920477000000005
IL0645,2015,CRESTON-DEMENT PUBLIC LIBRARY DISTRICT,107 SOUTH MAIN STREET,CRESTON,IL,-88.964759,41.930679999999995
IL0661,2015,GERMANTOWN PUBLIC LIBRARY DISTRICT,403 MUNSTER STREET,GERMANTOWN,IL,-89.5384867,38.553777000000004
IL0662,2015,BEECHER COMMUNITY LIBRARY,660 PENFIELD STREET,BEECHER,IL,-87.6257964,41.342479100000006
IL0663,2015,CENTRAL CITIZENS' LIBRARY DISTRICT,1134 EAST 3100 NORTH ROAD,CLIFTON,IL,-87.92027990000001,40.9585034
IL0664,2015,CLIFTON PUBLIC LIBRARY,150 EAST FOURTH AVENUE,CLIFTON,IL,-87.936291,40.934385999999996
IL0665,2015,SHERMAN PUBLIC LIBRARY DISTRICT,2100 EAST ANDREW ROAD,SHERMAN,IL,-89.61529859999999,39.8959861
IL0666,2015,ATHENS MUNICIPAL LIBRARY,410 EAST HARGRAVE STREET,ATHENS,IL,-89.7195021,39.9606587
IL0667,2015,FREEBURG AREA LIBRARY DISTRICT,407 SOUTH BELLEVILLE STREET,FREEBURG,IL,-89.9110598,38.4213236
IL0668,2015,PEMBROKE PUBLIC LIBRARY DISTRICT,13795 EAST CENTRAL STREET,PEMBROKE TOWNSHIP,IL,-87.6048542,41.0671439
IL0669,2015,LIMESTONE TOWNSHIP LIBRARY,2701 WEST TOWER ROAD,KANKAKEE,IL,-87.92773000000001,41.140369
IL0670,2015,RIVERTON VILLAGE LIBRARY,1200 EAST RIVERTON ROAD,RIVERTON,IL,-89.532365,39.859927500000005
IL0687,2015,WILLIAMSVILLE PUBLIC LIBRARY,102 SOUTH ELM STREET,WILLIAMSVILLE,IL,-89.54978059999999,39.954401000000004
IL0689,2015,RIVERSIDE PUBLIC LIBRARY,1 BURLING ROAD,RIVERSIDE,IL,-87.82114059999999,41.82631129999999
IL0691,2015,HINCKLEY PUBLIC LIBRARY DISTRICT,100 NORTH MAPLE STREET,HINCKLEY,IL,-88.63962409999999,41.769112799999995
IL0692,2015,TILDEN PUBLIC LIBRARY,540 PINE STREET,TILDEN,IL,-89.6843705,38.210457
IL0693,2015,MARYVILLE COMMUNITY LIBRARY DISTRICT,8 SCHIBER COURT,MARYVILLE,IL,-89.95195090000001,38.732612200000005
IL0694,2015,NEWMAN REGIONAL LIBRARY DISTRICT,108 WEST YATES STREET,NEWMAN,IL,-87.9844175,39.79788189999999
IL0695,2015,CARRIER MILLS-STONEFORT PUBLIC LIBRARY DISTRICT,109 OAK STREET,CARRIER MILLS,IL,-88.6346255,37.684276399999995
IL0696,2015,SUMMIT PUBLIC LIBRARY DISTRICT,6233 SOUTH ARCHER ROAD,SUMMIT,IL,-87.8135637,41.7780553
IL0700,2015,TRI-CITY PUBLIC LIBRARY DISTRICT,600 SOUTH MAIN STREET,BUFFALO,IL,-89.4059495,39.847580900000004
IL8001,2015,GALATIA PUBLIC LIBRARY DISTRICT,217 SOUTH MAIN CROSS STREET,GALATIA,IL,-88.6119556,37.83957
IL8002,2015,WASHINGTON PARK PUBLIC LIBRARY,5103 BUNKUM ROAD #2,WASHINGTON PARK,IL,-90.095754,38.623168
IL8003,2015,FRANK BERTETTI BENLD PUBLIC LIBRARY,308 EAST CENTRAL AVENUE,BENLD,IL,-89.8033798,39.0930713
IL8004,2015,CENTREVILLE PUBLIC LIBRARY,701 SOUTH 47TH STREET,CENTREVILLE,IL,-90.1222777,38.5772318
IL8005,2015,WEST SANGAMON PUBLIC LIBRARY DISTRICT,103 EAST ILLINOIS STREET,NEW BERLIN,IL,-89.9121571,39.7248138
IL8007,2015,KINMUNDY PUBLIC LIBRARY,111 SOUTH MONROE STREET,KINMUNDY,IL,-88.8502464,38.769998
IL8030,2015,CHARLES B. PHILLIPS PUBLIC LIBRARY DISTRICT,6 NORTH JACKSON STREET,NEWARK,IL,-88.58235400000001,41.53754
IN0001,2015,WASHINGTON CARNEGIE PUBLIC LIBRARY,300 WEST MAIN STREET,WASHINGTON,IN,-87.17938000000001,38.656898999999996
IN0002,2015,ODON WINKELPLECK PUBLIC LIBRARY,202 WEST MAIN STREET,ODON,IN,-86.992453,38.842634000000004
IN0003,2015,JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY,1116 MAIN STREET,JASPER,IN,-86.930836,38.395452
IN0004,2015,HUNTINGBURG PUBLIC LIBRARY,419 NORTH JACKSON STREET,HUNTINGBURG,IN,-86.9537686,38.2963878
IN0005,2015,OWENSVILLE CARNEGIE PUBLIC LIBRARY,110 SOUTH MAIN STREET,OWENSVILLE,IN,-87.69142420000001,38.2722626
IN0006,2015,PRINCETON PUBLIC LIBRARY,124 SOUTH HART STREET,PRINCETON,IN,-87.56880600000001,38.354556
IN0007,2015,FORT BRANCH-JOHNSON TOWNSHIP PUBLIC LIBRARY,107 EAST LOCUST STREET,FORT BRANCH,IN,-87.57751,38.247386999999996
IN0008,2015,OAKLAND CITY-COLUMBIA TOWNSHIP PUBLIC LIBRARY,210 SOUTH MAIN STREET,OAKLAND CITY,IN,-87.346171,38.337234
IN0009,2015,BICKNELL-VIGO TOWNSHIP PUBLIC LIBRARY,201 WEST 2ND STREET,BICKNELL,IN,-87.30815390000001,38.7729283
IN0010,2015,KNOX COUNTY PUBLIC LIBRARY,502 NORTH 7TH STREET,VINCENNES,IN,-87.52430759999999,38.6786916
IN0011,2015,LOOGOOTEE PUBLIC LIBRARY,106 NORTH LINE STREET,LOOGOOTEE,IN,-86.91406500000001,38.676895
IN0012,2015,SHOALS PUBLIC LIBRARY,404 HIGH STREET,SHOALS,IN,-86.79029799999999,38.666097
IN0013,2015,PERRY COUNTY PUBLIC LIBRARY,2328 TELL STREET,TELL CITY,IN,-86.7501583,37.9552489
IN0015,2015,PIKE COUNTY PUBLIC LIBRARY,1008 E MAPLE STREET,PETERSBURG,IN,-87.2749518,38.4900071
IN0016,2015,POSEYVILLE CARNEGIE PUBLIC LIBRARY,55 SOUTH CALE STREET,POSEYVILLE,IN,-87.78326120000001,38.168567700000004
IN0017,2015,NEW HARMONY WORKINGMEN'S INSTITUTE,407 WEST TAVERN STREET,NEW HARMONY,IN,-87.93351940000001,38.1290243
IN0019,2015,SPENCER COUNTY PUBLIC LIBRARY,210 WALNUT STREET,ROCKPORT,IN,-87.04734520000001,37.882007200000004
IN0020,2015,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,200 SE MARTIN LUTHER KING JR. BLVD,EVANSVILLE,IN,-87.56645479999999,37.97151220000001
IN0021,2015,WILLARD LIBRARY OF EVANSVILLE,21 FIRST AVENUE,EVANSVILLE,IN,-87.575147,37.978396999999994
IN0022,2015,OHIO TOWNSHIP PUBLIC LIBRARY SYSTEM,4111 LAKESHORE DRIVE,NEWBURGH,IN,-87.40485799999999,37.97145
IN0023,2015,BOONVILLE-WARRICK COUNTY PUBLIC LIBRARY,611 WEST MAIN STREET,BOONVILLE,IN,-87.2804747,38.05006470000001
IN0024,2015,REMINGTON-CARPENTER TOWNSHIP PUBLIC LIBRARY,105 NORTH OHIO STREET,REMINGTON,IN,-87.15095759999998,40.7613696
IN0025,2015,JASPER COUNTY PUBLIC LIBRARY,208 WEST SUSAN STREET,RENSSELAER,IN,-87.154443,40.938299
IN0026,2015,WHITING PUBLIC LIBRARY,1735 OLIVER STREET,WHITING,IN,-87.4943832,41.681987899999996
IN0027,2015,EAST CHICAGO PUBLIC LIBRARY,2401 EAST COLUMBUS DRIVE,EAST CHICAGO,IN,-87.441408,41.637777
IN0029,2015,HAMMOND PUBLIC LIBRARY,564 STATE STREET,HAMMOND,IN,-87.51433399999999,41.617605
IN0030,2015,LAKE COUNTY PUBLIC LIBRARY,1919 WEST 81ST AVENUE,MERRILLVILLE,IN,-87.35873240000001,41.470949299999994
IN0031,2015,CROWN POINT COMMUNITY PUBLIC LIBRARY,122 NORTH MAIN STREET,CROWN POINT,IN,-87.364323,41.418772
IN0033,2015,MICHIGAN CITY PUBLIC LIBRARY,100 EAST 4TH STREET,MICHIGAN CITY,IN,-86.9023016,41.718352
IN0034,2015,WESTVILLE-NEW DURHAM TOWNSHIP PUBLIC LIBRARY,153 MAIN STREET,WESTVILLE,IN,-86.8988228,41.541571399999995
IN0035,2015,WANATAH PUBLIC LIBRARY,114 SOUTH MAIN STREET,WANATAH,IN,-86.8979941,41.4291403
IN0036,2015,LA CROSSE PUBLIC LIBRARY,307 E MAIN STREET,LA CROSSE,IN,-86.8878572,41.3173115
IN0037,2015,LA PORTE COUNTY PUBLIC LIBRARY,904 INDIANA AVENUE,LA PORTE,IN,-86.72100879999999,41.6091164
IN0038,2015,NEWTON COUNTY PUBLIC LIBRARY,9444 NORTH 315 WEST,LAKE VILLAGE,IN,-87.45174250000001,41.136560100000004
IN0039,2015,BROOK-IROQUOIS-WASHINGTON TOWNSHIP PUBLIC LIBRARY,100 WEST MAIN STREET,BROOK,IN,-87.3843372,40.8659223
IN0040,2015,KENTLAND-JEFFERSON TOWNSHIP PUBLIC LIBRARY,201 EAST GRAHAM STREET,KENTLAND,IN,-87.446773,40.769133000000004
IN0041,2015,GOODLAND & GRANT TOWNSHIP PUBLIC LIBRARY,111 SOUTH NEWTON STREET,GOODLAND,IN,-87.293582,40.764874
IN0043,2015,PORTER COUNTY PUBLIC LIBRARY SYSTEM,103 JEFFERSON STREET,VALPARAISO,IN,-87.05961640000001,41.4687842
IN0044,2015,WESTCHESTER PUBLIC LIBRARY,200 WEST INDIANA AVENUE,CHESTERTON,IN,-87.0534965,41.6098571
IN0045,2015,FRANCESVILLE-SALEM TOWNSHIP PUBLIC LIBRARY,201 WEST MONTGOMERY STREET,FRANCESVILLE,IN,-86.885056,40.985215000000004
IN0046,2015,PULASKI COUNTY PUBLIC LIBRARY,121 SOUTH RIVERSIDE DRIVE,WINAMAC,IN,-86.6016203,41.0515584
IN0047,2015,MONTEREY-TIPPECANOE TOWNSHIP PUBLIC LIBRARY,6260 EAST MAIN STREET,MONTEREY,IN,-86.481263,41.156935
IN0048,2015,NORTH JUDSON-WAYNE TOWNSHIP PUBLIC LIBRARY,208 KELLER AVENUE,NORTH JUDSON,IN,-86.775661,41.216299
IN0049,2015,STARKE COUNTY PUBLIC LIBRARY SYSTEM,152 WEST CULVER ROAD,KNOX,IN,-86.6249296,41.2880581
IN0050,2015,ELKHART PUBLIC LIBRARY,300 SOUTH 2ND STREET,ELKHART,IN,-85.97375799999999,41.684534
IN0051,2015,WAKARUSA-OLIVE & HARRISON TOWNSHIP PUBLIC LIBRARY,124 NORTH ELKHART STREET,WAKARUSA,IN,-86.0209392,41.5364277
IN0052,2015,NAPPANEE PUBLIC LIBRARY,157 NORTH MAIN STREET,NAPPANEE,IN,-86.001266,41.443339
IN0053,2015,BRISTOL-WASHINGTON TOWNSHIP PUBLIC LIBRARY,505 WEST VISTULA STREET,BRISTOL,IN,-85.82317900000001,41.720881
IN0054,2015,GOSHEN PUBLIC LIBRARY,601 SOUTH 5TH STREET,GOSHEN,IN,-85.8328525,41.5795486
IN0055,2015,MIDDLEBURY COMMUNITY PUBLIC LIBRARY,101 EAST WINSLOW STREET,MIDDLEBURY,IN,-85.70608259999999,41.6767093
IN0056,2015,BELL MEMORIAL PUBLIC LIBRARY,101 WEST MAIN STREET,MENTONE,IN,-86.0391625,41.1733107
IN0057,2015,WARSAW COMMUNITY PUBLIC LIBRARY,310 EAST MAIN STREET,WARSAW,IN,-85.853167,41.239064
IN0058,2015,MILFORD PUBLIC LIBRARY,101 NORTH MAIN STREET,MILFORD,IN,-85.846019,41.410069
IN0059,2015,SYRACUSE-TURKEY CREEK TOWNSHIP PUBLIC LIBRARY,115 EAST MAIN STREET,SYRACUSE,IN,-85.751866,41.428162
IN0060,2015,PIERCETON & WASHINGTON TOWNSHIP PUBLIC LIBRARY,101 CATHOLIC STREET,PIERCETON,IN,-85.705669,41.198896999999995
IN0061,2015,CULVER-UNION TOWNSHIP PUBLIC LIBRARY,107 NORTH MAIN STREET,CULVER,IN,-86.4237607,41.2168893
IN0062,2015,PLYMOUTH PUBLIC LIBRARY,201 NORTH CENTER STREET,PLYMOUTH,IN,-86.3104661,41.3407872
IN0063,2015,BREMEN PUBLIC LIBRARY,304 NORTH JACKSON STREET,BREMEN,IN,-86.1476765,41.448295
IN0064,2015,ARGOS PUBLIC LIBRARY,142 NORTH MICHIGAN STREET,ARGOS,IN,-86.2452811,41.2376175
IN0065,2015,BOURBON PUBLIC LIBRARY,307 NORTH MAIN STREET,BOURBON,IN,-86.11628459999999,41.2973166
IN0066,2015,NEW CARLISLE & OLIVE TOWNSHIP PUBLIC LIBRARY,408 SOUTH BRAY STREET,NEW CARLISLE,IN,-86.5123459,41.702721999999994
IN0068,2015,ST JOSEPH COUNTY PUBLIC LIBRARY,304 SOUTH MAIN STREET,SOUTH BEND,IN,-86.2519249,41.673563200000004
IN0069,2015,MISHAWAKA-PENN-HARRIS PUBLIC LIBRARY,209 LINCOLN WAY EAST,MISHAWAKA,IN,-86.179076,41.661111
IN0071,2015,BERNE PUBLIC LIBRARY,166 NORTH SPRUNGER STREET,BERNE,IN,-84.95150600000001,40.658497
IN0074,2015,GARRETT PUBLIC LIBRARY,107 WEST HOUSTON,GARRETT,IN,-85.135991,41.348397
IN0075,2015,ECKHART PUBLIC LIBRARY,603 SOUTH JACKSON STREET,AUBURN,IN,-85.057022,41.363993
IN0076,2015,WATERLOO-GRANT TOWNSHIP PUBLIC LIBRARY,300 SOUTH WAYNE STREET,WATERLOO,IN,-85.01991679999999,41.4299179
IN0077,2015,BUTLER PUBLIC LIBRARY,340 SOUTH BROADWAY,BUTLER,IN,-84.871276,41.427195000000005
IN0078,2015,ANDREWS-DALLAS TOWNSHIP PUBLIC LIBRARY,30 EAST MADISON STREET,ANDREWS,IN,-85.60112020000001,40.8576843
IN0079,2015,ROANOKE PUBLIC LIBRARY,314 NORTH MAIN STREET,ROANOKE,IN,-85.373112,40.963341
IN0080,2015,HUNTINGTON CITY-TOWNSHIP PUBLIC LIBRARY,255 WEST PARK DRIVE,HUNTINGTON,IN,-85.4980946,40.8823476
IN0082,2015,WARREN PUBLIC LIBRARY,123 EAST THIRD STREET,WARREN,IN,-85.42556,40.683315
IN0083,2015,LA GRANGE COUNTY PUBLIC LIBRARY,203 WEST SPRING STREET,LAGRANGE,IN,-85.4193157,41.6439021
IN0084,2015,LIGONIER PUBLIC LIBRARY,300 SOUTH MAIN STREET,LIGONIER,IN,-85.58915809999999,41.4637119
IN0085,2015,NOBLE COUNTY PUBLIC LIBRARY,813 EAST MAIN STREET,ALBION,IN,-85.41357550000001,41.395919
IN0086,2015,KENDALLVILLE PUBLIC LIBRARY,221 SOUTH PARK AVENUE,KENDALLVILLE,IN,-85.254571,41.441589
IN0088,2015,CARNEGIE PUBLIC LIBRARY OF STEUBEN COUNTY,322 SOUTH WAYNE STREET,ANGOLA,IN,-84.9992478,41.632802399999996
IN0089,2015,FREMONT PUBLIC LIBRARY,1004 WEST TOLEDO STREET,FREMONT,IN,-84.93470500000001,41.731673
IN0091,2015,SOUTH WHITLEY COMMUNITY PUBLIC LIBRARY,201 EAST FRONT STREET,SOUTH WHITLEY,IN,-85.626138,41.084590000000006
IN0092,2015,PEABODY PUBLIC LIBRARY,1160 EAST HIGHWAY 205,COLUMBIA CITY,IN,-85.468707,41.159295
IN0093,2015,CHURUBUSCO PUBLIC LIBRARY,116 NORTH MULBERRY STREET,CHURUBUSCO,IN,-85.3205334,41.230253399999995
IN0094,2015,YORK TOWNSHIP PUBLIC LIBRARY,8908 WEST 845 NORTH,EARL PARK,IN,-87.488816,40.7282
IN0095,2015,EARL PARK PUBLIC LIBRARY,102 EAST FIFTH STREET,EARL PARK,IN,-87.414576,40.683819
IN0096,2015,BOSWELL-GRANT TOWNSHIP PUBLIC LIBRARY,101 EAST MAIN STREET,BOSWELL,IN,-87.381535,40.518284
IN0097,2015,BENTON COUNTY PUBLIC LIBRARY,102 NORTH VAN BUREN AVENUE,FOWLER,IN,-87.3197052,40.61776629999999
IN0098,2015,OXFORD PUBLIC LIBRARY,201 EAST SMITH STREET,OXFORD,IN,-87.248776,40.520204
IN0099,2015,OTTERBEIN PUBLIC LIBRARY,23 EAST FIRST STREET,OTTERBEIN,IN,-87.0950483,40.4897706
IN0100,2015,DELPHI PUBLIC LIBRARY,222 EAST MAIN STREET,DELPHI,IN,-86.6726249,40.5866383
IN0101,2015,CAMDEN-JACKSON TOWNSHIP PUBLIC LIBRARY,183 WEST MAIN,CAMDEN,IN,-86.5403572,40.6085675
IN0102,2015,FLORA-MONROE TOWNSHIP PUBLIC LIBRARY,109 NORTH CENTER STREET,FLORA,IN,-86.5237538,40.548708500000004
IN0103,2015,COLFAX-PERRY TOWNSHIP PUBLIC LIBRARY,207 SOUTH CLARK STREET,COLFAX,IN,-86.66644699999999,40.193051000000004
IN0104,2015,FRANKFORT COMMUNITY PUBLIC LIBRARY-CLINTON COUNTY CONTRACTUA,208 WEST CLINTON STREET,FRANKFORT,IN,-86.51373000000001,40.280662
IN0105,2015,KIRKLIN PUBLIC LIBRARY,115 NORTH MAIN STREET,KIRKLIN,IN,-86.360262,40.193031
IN0106,2015,ATTICA PUBLIC LIBRARY,305 SOUTH PERRY STREET,ATTICA,IN,-87.249966,40.291936
IN0107,2015,COVINGTON-VEEDERSBURG PUBLIC LIBRARY,622 5TH STREET,COVINGTON,IN,-87.3959428,40.1398334
IN0108,2015,KINGMAN-MILLCREEK PUBLIC LIBRARY,123 EAST STATE STREET,KINGMAN,IN,-87.277946,39.967490999999995
IN0109,2015,CRAWFORDSVILLE DISTRICT PUBLIC LIBRARY,205 SOUTH WASHINGTON STREET,CRAWFORSDSVILLE,IN,-86.90142519999999,40.04048
IN0111,2015,LINDEN CARNEGIE PUBLIC LIBRARY,102 SOUTH MAIN STREET,LINDEN,IN,-86.90389,40.187985
IN0112,2015,DARLINGTON PUBLIC LIBRARY,203 WEST MAIN STREET,DARLINGTON,IN,-86.77608199999999,40.10964
IN0113,2015,LADOGA-CLARK TOWNSHIP PUBLIC LIBRARY,128 EAST MAIN STREET,LADOGA,IN,-86.79998499999999,39.913678000000004
IN0114,2015,WEST LAFAYETTE PUBLIC LIBRARY,208 WEST COLUMBIA STREET,WEST LAFAYETTE,IN,-86.9070447,40.424845399999995
IN0115,2015,TIPPECANOE COUNTY PUBLIC LIBRARY,627 SOUTH STREET,LAFAYETTE,IN,-86.889278,40.417331
IN0116,2015,WEST LEBANON-PIKE TOWNSHIP PUBLIC LIBRARY,200 NORTH HIGH STREET,WEST LEBANON,IN,-87.406318,40.274726
IN0117,2015,WILLIAMSPORT-WASHINGTON TOWNSHIP PUBLIC LIBRARY,28 EAST SECOND STREET,WILLIAMSPORT,IN,-87.2940958,40.288135
IN0118,2015,WOLCOTT COMMUNITY PUBLIC LIBRARY,101 EAST NORTH STREET,WOLCOTT,IN,-87.03984799999999,40.760154
IN0119,2015,BROOKSTON-PRAIRIE TOWNSHIP PUBLIC LIBRARY,111 WEST 2ND STREET,BROOKSTON,IN,-86.86826500000001,40.6036765
IN0120,2015,MONON TOWN & TOWNSHIP PUBLIC LIBRARY,427 NORTH MARKET STREET,MONON,IN,-86.87904329999999,40.8631997
IN0121,2015,MONTICELLO-UNION TOWNSHIP PUBLIC LIBRARY,321 WEST BROADWAY STREET,MONTICELLO,IN,-86.7651007,40.744909299999996
IN0122,2015,ROYAL CENTER-BOONE TOWNSHIP PUBLIC LIBRARY,203 NORTH CHICAGO STREET,ROYAL CENTER,IN,-86.5009771,40.8656035
IN0123,2015,LOGANSPORT-CASS COUNTY PUBLIC LIBRARY,616 EAST BROADWAY,LOGANSPORT,IN,-86.362092,40.754643
IN0124,2015,WALTON & TIPTON TOWNSHIP PUBLIC LIBRARY,110 NORTH MAIN STREET,WALTON,IN,-86.2450653,40.6638977
IN0125,2015,KEWANNA-UNION TOWNSHIP PUBLIC LIBRARY,210 EAST MAIN STREET,KEWANNA,IN,-86.412366,41.018582
IN0126,2015,FULTON COUNTY PUBLIC LIBRARY,320 WEST 7TH STREET,ROCHESTER,IN,-86.219365,41.067256
IN0127,2015,AKRON CARNEGIE PUBLIC LIBRARY,205 EAST ROCHESTER STREET,AKRON,IN,-86.0271584,41.0387246
IN0128,2015,KOKOMO-HOWARD COUNTY PUBLIC LIBRARY,220 NORTH UNION STREET,KOKOMO,IN,-86.1300171,40.4876401
IN0129,2015,GREENTOWN & EASTERN HOWARD SCHOOL PUBLIC LIBRARY,421 SOUTH HARRISON STREET,GREENTOWN,IN,-85.9704047,40.473596
IN0130,2015,PERU PUBLIC LIBRARY,102 EAST MAIN STREET,PERU,IN,-86.0659443,40.7551581
IN0131,2015,CONVERSE-JACKSON TOWNSHIP PUBLIC LIBRARY,108 SOUTH JEFFERSON STREET,CONVERSE,IN,-85.8733004,40.578281200000006
IN0132,2015,TIPTON COUNTY PUBLIC LIBRARY,127 EAST MADISON STREET,TIPTON,IN,-86.039902,40.280986
IN0133,2015,ROANN-PAW PAW TOWNSHIP PUBLIC LIBRARY,240 SOUTH CHIPPEWA ROAD,ROANN,IN,-85.92446899999999,40.910009
IN0134,2015,NORTH MANCHESTER PUBLIC LIBRARY,405 NORTH MARKET STREET,NORTH MANCHESTER,IN,-85.770234,41.002782
IN0135,2015,WABASH CARNEGIE PUBLIC LIBRARY,188 WEST HILL STREET,WABASH,IN,-85.824113,40.798535
IN0136,2015,HARTFORD CITY PUBLIC LIBRARY,314 NORTH HIGH STREET,HARTFORD CITY,IN,-85.36851800000001,40.453274
IN0137,2015,MONTPELIER-HARRISON TOWNSHIP PUBLIC LIBRARY,301 SOUTH MAIN STREET,MONTPELIER,IN,-85.2786502,40.5519964
IN0138,2015,MUNCIE-CENTER TOWNSHIP PUBLIC LIBRARY,2005 SOUTH HIGH STREET,MUNCIE,IN,-85.38742370000001,40.1772135
IN0139,2015,FAYETTE COUNTY PUBLIC LIBRARY,828 GRAND AVENUE,CONNERSVILLE,IN,-85.137826,39.645631
