user_id;book_id;rating
38bd092ed109af93cca2dad4e264b8cd;5932;5
da070f42fa79aabaaeac29aa53fa86f2;1715;3
1020b6178d014602973dae180cfc1161;1432;5
6c43241093fc8157425ff04abed4c0f8;6295;4
f18e9a17737c79e96b197362451c1610;1371;2
f18e9a17737c79e96b197362451c1610;1432;5
7ac515084423789a9daab8620f19f8d5;1432;4
9f3f45feec6f98922c607c1813a2e3fa;1420;0
9f3f45feec6f98922c607c1813a2e3fa;1436;4
37d3651e895e35cd2818eb36d87c4367;1432;5
2dd005c095e7bc6f48182bcfb2f193d6;1381;4
429bf5591bfc1dec425567de1b200f37;3049;2
429bf5591bfc1dec425567de1b200f37;1420;3
8cf501e7e5a173e001948d8ee33ce9a7;1420;0
ea8e99fb1739a2846f5a84e5d60dec9a;2547;5
a8ceaad452451fb240556c801ec5f16f;1381;5
f494686846829793fbba64a10dae2d04;1381;5
e7648c09391210e5061b1517441f3a1d;2547;4
434d24a18fdd400b1e9bc7db6dba188c;2547;5
865c457d7bbae62b1a2e7a898f2da97d;2696;4
7b1aed222ffdb051996b7752becde948;1382;2
f106bcbe8fe2030275156032b8c48aeb;1381;4
046f8d91429fa7c80f4a8dc013bb5631;1381;4
ed986ee97313bc5f02e5eeaae0e4366a;2547;5
bccdddabfaa116f5eaa82f3cbd6d39ad;6656;5
861b93b0b7961712ec02db101e5052d8;1371;3
ef67b5b7e15169b4312d1de306b94845;6655;2
ef67b5b7e15169b4312d1de306b94845;1376;5
9f80e5d98a4f31d32b58a0af87b5c350;1470;4
aa233705616224ecdeb8222f31403d02;1384;5
9e9cd8ad4fefd6701a9b94372135d2c1;1420;3
6aadd7b7f60e8f1a8738590ecc3051e4;1420;2
b95f4dcb6e13ec2b1ec93b4f6b360c76;1371;3
87ce1d5b84c9f377fe057aeddf90ee44;1381;5
15c0a7b6524cb2e4c43ee3594b8ec59d;3049;4
8ff40b7a8b990a2e3ef01f4b1447087e;1433;3
ec99c8a26cf99fbef94e0688d44bcce6;1420;4
521b23f9ec29d42f9b4ca70111b36a80;1420;3
1b44140d6d78f09468bd27e20925029c;1432;5
d3de467a8dbc342dac591472a3c36b12;1420;4
d3de467a8dbc342dac591472a3c36b12;1519;5
d3de467a8dbc342dac591472a3c36b12;6273;5
a7550f90c6e8aec9827590787121f32f;1420;2
7497310952374d4145f27b417df3e78c;2547;5
d83e3e02abfb2e0bb4df202fc9073626;2544;5
892ba5cfabaeeae0e9f43d2b70c52547;1381;5
ff58e3f79fc9e3252a61959ec5f27e13;1433;4
f1e1ae4efa2ae97fbf62434c7a651b8a;1715;5
dd9060f206b56e508426f8efd11897d8;1381;2
055074d088822d58c288685ca5f5755d;1420;5
72ead51cb76dffa57828634c29ae25b5;6300;5
bdc0a36680271ee094d004336f01a704;1420;5
aff135732e1d3f483e98345d194ea08f;1371;4
ab92432fb659f044cbeff74ec5faad1f;1420;5
08d805375530cc208801531ca7fdefbc;2696;3
08d805375530cc208801531ca7fdefbc;3049;3
08d805375530cc208801531ca7fdefbc;1432;4
08d805375530cc208801531ca7fdefbc;1381;3
80ad138ef346da4de0b4acdcbad05dbd;1432;5
6e6d0bd50974e912202822209c4ccf5d;1371;4
5e85dfe14ab1ff2849637a2488e10cf4;1371;5
d716956e51e092c50387b9cc2d77ee60;291;3
0e9634812dc33d77e57a542faa8ed6e2;1420;5
d840010bd55313eeb4a9d58ea2abd8b1;2696;5
0ff064e2e2eef4fdeeef46469900438a;5936;4
0d1902aef0e513d9f93f38cb4fdea1c2;2547;4
88e67ba3d18743b473f20e385d39fbd5;1371;4
311eb3452935df00a59d8b00d1de45bd;5988;5
153df4df1c5a68e6aa903204eaf76522;6548;3
1684e4f27e676299c02ef6ce2181a8f6;2696;3
991fa376136c280279efc0505246875a;2696;4
c056c790208c11cdc8918cef11021994;1715;4
55ee51ab3a7247d6e736b82a3e4de91b;292;4
23723f8cd0dab3580c298b2faeff9b18;2547;5
fc21bacbb345a6f580687d1c08d315dd;1432;5
7562d0539f6e0cb3cb0c0a06e39a2e3d;4703;2
61f2115017fe7e5e270ba37a3e207e1a;1371;0
135fdaa397b9e617e3535f5f7f884ceb;1420;5
d36b91c83548ff9a06f202da2cc4a68d;1715;4
d36b91c83548ff9a06f202da2cc4a68d;1381;5
98852fac3f9d654e7645440eaedf6cff;1371;3
98852fac3f9d654e7645440eaedf6cff;2547;5
3827679eb3d89e849122121080d41430;1420;0
750e55478dfbfe3572dddf97d9f41f44;2547;2
004d5e96c8a318aeb006af50f8cc949c;1420;3
0d5c52978db3c112f8ced7d83a99ab5b;1420;5
b1a917e9823538c6c43ee77c5de6d4fd;6656;3
70c090f200c0e2420fd5d0b44305da8f;1420;5
89419c628d615279f2f4b2cc83fba1d5;2547;3
c1a5bb5a229012998dd42c645ca8e254;1371;5
0f6b8c04f811e05c8978bd6b66ce7685;236;4
527a006ca4f08cb14428bf69873e0f44;6328;4
6269eaa7e3071a047edd61efb44738bd;1420;5
0b50fa17d8a47a05e17d1e90f48f8d09;1420;2
79c2f8a84acfdd3e7b0990e0594aa831;9444;5
cdde945dab093300dfcb5920b851117b;5932;0
885dc01bf4f719e1162099609152cea9;2696;4
ac993a9428ef0f6dce85f88ba944b872;2696;4
ac993a9428ef0f6dce85f88ba944b872;1519;4
470c2bb294ac1665de18ad582884b703;1381;1
4a19a133d6277fef95d008288162c24b;1371;4
9e4d91489235528229c1d6424fe1b2f7;1420;3
be6e31173040858df925016bb4aa4d0b;9444;5
df639768abaa5acb7fedf8e36b2eeb1b;2696;1
fe0ad83a30bcd7fbe65ac1670b2b01e1;6328;5
8e7e5b546a63cb9add8431ee6914cf59;6328;5
8e7e5b546a63cb9add8431ee6914cf59;2547;2
b7e4323f0bae82eb9bf598e2b028bebb;1466;5
ee529b78709067e4ce25e2536ace9d80;1420;4
e8f383af572e84c9e5a5fbb5634aab02;2547;5
53ad6ff869fa152b25dd52412f4ce58d;2547;2
803c64706a8d704126bc95e18ebb2466;1420;5
0747e45d7960b5bc3dd01ad327350aae;1420;5
cf1dc5779d74aab50f4ef944c4a4de34;5935;4
f791bd051f511c3bc2f04a422792d2a1;1420;3
ad68c64b13dabc5dd5f6e41d49b122ed;1381;4
506dd7668a8e9577f59b4faf4baa341b;9498;4
690200dbf87bf3ae98d923ce6a62dcc5;1420;4
72a33dc6d573b7e217e014b102772313;1420;5
5e557523853c559166b67eadde374f5e;2547;2
3e46c4ab3ff0175ba34773539698474e;2544;3
3e46c4ab3ff0175ba34773539698474e;9490;4
302176272048652034d8be40d2e28b1c;2547;5
65f9f59bf75cf06eb0e5b1f5ac92b889;5988;4
0e60bafc7be5db29912b8d27f62f6241;1371;4
7ab400989952549c8876801e1adad077;2547;5
298774e3f7e830e0257f7f69a9559acf;1432;3
947f8a0f2bcadeffa8e3c2e6c397649f;2547;5
41ff989d2a2f4f3b3188ffcf1e01c853;1381;4
e00e45b1c3f5809d25fcd3ea14a81032;2549;2
e00e45b1c3f5809d25fcd3ea14a81032;292;5
1a72147eb88ed4ac5176d96aff235205;1371;5
98ff24d29e10421bc146a4f4628a44e8;291;5
8444ed5f25c636065370da187e76f8e5;1371;2
8444ed5f25c636065370da187e76f8e5;1381;5
b0b9c079caa91d3dea04ffc3a9c871c6;2547;1
cf595de796b15eea594ee189d5b24586;1420;5
9a6d1a6001cc661300bb923d156ccdab;1420;5
d037f700c44eaf24d313bd997643abac;1432;4
9d03e82197fed8a3a333be3ecfd767a4;1420;5
2f1a60ed9be2d8a674d4280123f0b181;254;0
50ccfd47d153f6c652ff12c787fdbd12;1381;4
ca35b55c89979c37c5cdc6a518d64611;1420;5
a3c0ff19dc8bf144c66c07407057cdc6;6328;5
54b189a8039bac70a76f27d2003459c1;2547;5
681c05e0b0dc2971f06709caefc54deb;1715;3
4cec4dfdd419541b0f4514f2134714b3;1420;5
9b613b932726a5836247c1b9325d8816;1381;5
9b613b932726a5836247c1b9325d8816;6548;5
9b613b932726a5836247c1b9325d8816;6549;4
37069b071e67c17b522d421b897f73b5;2547;5
c3419b1192607b6799e49ea86d96e7f5;2547;5
e3f6387cfec0611797317746adde8f12;2696;0
e3f6387cfec0611797317746adde8f12;1420;5
e3f6387cfec0611797317746adde8f12;1381;4
02b7cf4fafd41b402313b961df7fcfad;2549;4
02b7cf4fafd41b402313b961df7fcfad;9490;3
55826f5ea0148259c9727b99b029f361;1381;5
c8550361e91d6d6ba8035bae3fd85897;1715;3
9cf35d6cdeaa7646e43f294d941e0ad1;6328;2
9cf35d6cdeaa7646e43f294d941e0ad1;1516;3
8719289db2a32b975105a6759b82268c;6295;5
d6c9bb2639cebf346ef83a8c23805d65;292;4
d6c9bb2639cebf346ef83a8c23805d65;291;3
6630745c0493f8cfb5c5b15dc7cd879b;1420;5
96bdebd51a4f67061072ed0ecabb58d2;5932;5
f0e8f9893690045b9925fe1755287e69;6295;5
f0e8f9893690045b9925fe1755287e69;5931;5
6d40dbb87f1f537da67551817de67177;1519;3
12c322a9fb85464bbddfc16ef981073d;291;5
533e1cfec0e20e24f1db8af66d5fde5e;2547;4
8522eba1011e52d7672f9d9aeccc044c;676;5
93b0d32ded6ed023d45140add9c6087e;1421;0
e325a32dec6bc97fddf155b1d07a6561;1715;4
6e83f8f182145a4375001fe3f20f1257;6295;5
7da0ba5dee723b6dff955493e315e7fc;3049;4
4e8d66ca808a2c6a2de45e2a1925eb67;2547;4
274923c607c1d4abf83e7e52c215d5c4;6656;0
274923c607c1d4abf83e7e52c215d5c4;289;5
1af087191777d437884add3c4f28fbe3;5932;0
616a49bb2ddf3492790a419f70294d6f;1381;5
38841933d31d898e8806865e08d019e6;1399;5
76bbd9959698ffe5085bc9f41acbf519;1381;3
3fd9e2a3aa6310313da2737c64109e46;2547;5
d5be3913bd67bafa992b17ae3630e809;6656;5
45870f7f2a61cfc33a41741f55ee2dc5;1371;4
dbb23c7a875a0fc89b5f479f65a8ea06;1715;4
bb8eb2be323c81d7cbce300a7590d6ca;2547;5
4f0c08a29a208ae56e71a06d7d41ed55;291;5
4f0c08a29a208ae56e71a06d7d41ed55;2547;5
08a8cd969a3aac01208c2c072d01b89d;2547;4
cb734016de2e3e0f60ee6c69f0305067;6295;5
6ab7c1b99fdb1651328929dec5f67397;676;5
8b1e2582ee60ec06256f2fac675c6f39;2547;4
962ee955aadf56a8e00014b8776b9a93;1371;5
12d595b44876862b547b7850debbb2db;1372;5
5703150703a558c0c5d8cfd76599ffb4;6549;5
672c51cd91e667ed4675e26a2b7956d0;1381;3
d91b0a4c8009ca01b61761e58c14dbbd;9490;5
94736921b2d4820c57d40397fd07dcbf;6656;2
b85e8348c1e1f6ed6ae8e76bb6de7f15;1433;5
6c0342982b45624534b8eda4e4258285;676;5
6d0b862b9f0c19fb077261421b6acde9;6295;4
13a612387bb6689d06c7816d6129f6e5;2547;5
c3d65f10bd95e897388cc444ebd7a1c8;2544;3
c7156f7d0e83401c9f76f315492e0d8e;1420;3
76ae88b6abac99905230644e19bf9cb3;1371;0
35fbc557ea9842f600f76441426a2bc9;5937;5
637d1dd4d001040a534eb8d5dd85d19a;2696;4
d0f36bbb5aabaa2b207dd2c94028df8f;2547;5
b2936ff4d3e624e7244dc83f04bd2303;2549;4
b2936ff4d3e624e7244dc83f04bd2303;2544;3
b9bb293d385846258495fdcc953e9898;2549;4
b9bb293d385846258495fdcc953e9898;292;4
b5f481fb091237b6aaaf5c50d39249f7;1432;1
af1e8fbbff6136f9db6a2483ca3b4239;1382;4
251cc975bc9f150058c1e31eb54df07a;1715;1
4c4378dca57936da21caceb68fc00de3;676;4
e76d3b037a35ac64cb8d91634fef6919;676;3
40b15aaf8d22d3b3353fe4154224a484;1381;4
29542eeacb9c67533436617567905665;291;5
1423ae88898936da0118a1b1a6156385;1519;5
b6289bd65c6f9b3090d0e9df8edd145b;6328;4
27df821f4ff5d6e4c8721319fa405114;1381;3
55cd6c207a8b3f8706444ea3b066adf6;1420;3
167eedd7158c2c1f6c4c76b64e226504;1381;5
167eedd7158c2c1f6c4c76b64e226504;1371;5
c84d932756be9890986e3e9a02f72465;1381;3
45271afc22cb0a1f4140ffb767fae31b;6295;4
5a4e8bae7edc2ef3766830d42a3cbd86;1371;5
61b17c038dff3fdda0c555434607d0d7;6328;5
df7068f85819b1d0bd6b4ed20096692d;1381;0
d9e8c987c96edd6336c2cf3bbbd50f06;3775;4
d9e8c987c96edd6336c2cf3bbbd50f06;6549;3
f6ec0db9e8151f8aa5ce4705f6ee94ed;2696;4
113319cc3ff31666ad50243db160f39f;5932;4
d35e10a213748df7a4ebcbbca9f151b3;9490;5
29bd03a08136db0e61b92678c1e8f28e;1381;4
76d1a1b7c870f6a94999f582936cd64e;6328;5
5db6413deb68656f322c37a661f62997;2547;5
0b00aeb045c3aed79c4121f4e3c6452b;1371;2
ee8d7f37d127b88cab27eb83bf7c82cf;5944;3
3e50ddb1c20372dd1765553dafc18847;2547;3
3e50ddb1c20372dd1765553dafc18847;2696;3
3e50ddb1c20372dd1765553dafc18847;1381;3
3e50ddb1c20372dd1765553dafc18847;1371;5
40d9b453c92665e058254317d8cfa883;6295;5
40d9b453c92665e058254317d8cfa883;2547;5
292f0c0585829bceccc004b8d4cefb0a;2547;4
5a3c16d092f0c0f4fc8bd417af52e71a;1420;4
70c7b93c663aa0cef8b9e16f253ce3ef;9768;4
1f754eb2a95c50f046e2b44615fdbbc2;1420;5
2d1786a2283c7806ce8f1f86183ccdf3;1420;5
ccad4573fd9f8093816549e16c35861c;6656;5
ccad4573fd9f8093816549e16c35861c;2547;5
d34a5890085b48fd3535cd4e8bea301a;2547;4
479dd9c8b0c429ba028999139b7e6774;5931;5
479dd9c8b0c429ba028999139b7e6774;2549;5
479dd9c8b0c429ba028999139b7e6774;2547;5
2f0fbea06a12fd05ee96e8f8bcf1685c;1420;4
50b307057c14dc417f45d603deb9ee43;1381;4
f5303b37909d69539d8102638aa391d6;1381;5
af0905554418f6645add9bf822d278d2;1420;5
33265107a301944f34ca0fafcd8aeb1e;6655;0
2b2bf9b2c43e430c0b7a63d9efe41bd3;1420;4
cbdc199a946e80e730836494a9376fb5;1420;3
7714d23efed4edd30c214fb29449784b;5934;3
3590097d46f8419486f9983e5e371ab0;1519;4
7f6a7f116c10d2f2ea6a6e2f0b6d0c16;676;4
35c1a8330df4f54e11252ff691bd6124;1420;4
35c1a8330df4f54e11252ff691bd6124;1381;5
8c5130809ce222699262e7ff0a4b0a0e;2696;0
fd5c20e5ff679c72eb2e9f620d6ddabd;6656;4
7f48642102645991fff05ff57a3d1340;2549;2
7f48642102645991fff05ff57a3d1340;1420;5
ada0124d7057f16961d33212b52ac47e;1414;5
5b6da8f54820cf69aa6bdaebb459587e;1381;4
a9929223516247579ca6a8856ddff4ef;1371;5
b7bb4ffaff27687a674538f128e5832b;1371;3
f710d27dde4a3ccf568d3c3226318ca6;1420;4
3f92d4291a0bc16be495fd778215987f;5932;5
b2b795170382fa35f1a2e6686521b487;1727;3
2cda70af1a12fd40577aaa10e154e190;6656;4
4e17e51078927882e4788dbf3f1ebc1e;1420;5
7d02ea86df76935e5fdc8a4d78e2a94e;6295;4
d0d369639bcb4a060885e11ceae67030;1715;0
072025d741ee6cb525c0a9e5c5ad08dc;2547;2
4830431764f517cd4ea0309091e60a52;1381;3
3d61324bc042df8fa99a106cf7c9abcf;6295;4
9b27a310a44c03fd418c1ab86a9fd36d;6656;5
9b27a310a44c03fd418c1ab86a9fd36d;5936;5
9b27a310a44c03fd418c1ab86a9fd36d;5932;5
9b27a310a44c03fd418c1ab86a9fd36d;1420;4
ba49c1cdc2f42c6eb425136931aecc79;1371;1
6367070ec0f30335bc3c9e17c4ae7f08;2547;5
983d843bef314494d43b88707fbed4a5;236;3
f14a5af1b4315f7a2f84ddbf2c83d276;2547;5
22b4b7bcb8a21bfe17ea7e43d72586dc;5932;4
a4f60a34274e19cce925ddfb552dd5ec;1420;5
5f26661d439249b94a9fce394036588f;6328;5
ff6d428e075e07702736c9d047b2c046;241;4
2b44fd00d59e06a1866a490cc98eef9e;1420;4
a8e7ceaa4faa8836e274654f0939f092;2696;3
94521997bce6b699225d1d111f69ed20;5932;3
bff1ae8f221503af949f627296a85ab6;2547;2
1e0cf384f8c21bc89c185a5ae0f0e4e7;1420;4
19782c47d73eaad33df4b268146534c5;6656;0
dc23857e27016f7fb1c49919aaa026f4;2547;5
70279a5acb4d28c8dd35b0ac9d6e88d2;1381;5
b870209228fde3218df9e8e306461ec2;1420;3
80bb2820b2e956039744d78024c797de;9444;5
b61373bab8ed9f984d404ba8127c1f5e;2545;1
b61373bab8ed9f984d404ba8127c1f5e;2547;1
b61373bab8ed9f984d404ba8127c1f5e;5932;1
90cfbb3b9f126d85bbc5aac89725ac7b;2696;3
ef1c8d5015fd57fdd31b27b98aa594fb;1715;4
b54a433ad1ea5aad43bbdd7e19bfbc66;2696;2
b54a433ad1ea5aad43bbdd7e19bfbc66;1371;3
b54a433ad1ea5aad43bbdd7e19bfbc66;1381;4
d4ea8db519567785132fcd4f35a03f45;1434;4
052969b5371ac1aea7dde335c6276f9d;3049;4
628cbc91d8aa26776b049de57d26d690;2701;4
5c523110877367b99609a9546f5d31d1;2547;4
50e9a366667e45d098a3e0095a6b98ac;3773;3
d4436c6448febb908d319a11ba5822f2;6656;3
4362210d7a0dcc72c6112c0307ee286d;2701;5
032820c5d5a29a388145b82a548ce210;2696;1
b79b6bf5fbe1a80a87e1ac3d971750c2;1483;5
b8b77bd712ccc6e678e2b06c57fa7ad2;6547;2
86808838fe7e1cae9e7bdbb2c57459da;2696;5
86808838fe7e1cae9e7bdbb2c57459da;1420;5
86808838fe7e1cae9e7bdbb2c57459da;1381;5
aba818cddecff58f49ea3b34993618ce;6656;5
0504f769d9e3f790e072454e228bfa83;2546;3
081c8d48bc581e855d59d484987390ed;1715;5
2fb29dc3f1a8047d779cf725e7446477;1381;3
a514aabdfc92bf420329e68e03ce429e;1372;5
04838b78a93c0d659021dd562828177e;2547;5
2d712f5dba10518b7374de3cf946b993;291;5
2d712f5dba10518b7374de3cf946b993;2544;4
3b21ff1181aac996700e5c682c029590;1432;5
c5287ace96293b661475e65d40bf00d3;2547;0
54771d85758457dcffe8ba0cd165e643;2547;2
9522c1f35189a1e5b2860e7db097c1ed;1420;4
0d7596ca9b102d73002df2dc202d9607;1420;4
fd40226f05728370d29891e41e35faef;1381;4
b1d91cf15338455f11de22de55051986;2547;4
f74574f40bca9ba889aabe3348eff9d9;1715;4
d791f014ec9fe9138bb1905dc08ac293;6656;2
d791f014ec9fe9138bb1905dc08ac293;1371;4
08e60242db080bbfd37c959206b7ab26;6656;5
7e4326b3a58d9c63117678603755ae52;1381;3
38e9cc3db1b0bc53d1025651d72de115;292;3
e988d9273b204c6e687355209b5894a3;1420;1
0feb3e71727ff9acb13385e123e8b89a;291;5
0feb3e71727ff9acb13385e123e8b89a;2547;4
73ff0a872f914fe66c4aee1ba3f888a2;4732;3
266a06421c0b984ca62fa660eb8d07c7;2547;5
3e57709910455f65d8d3e13bf5e10190;2547;5
909e430324d1d07372797a539e9c114f;3049;4
909e430324d1d07372797a539e9c114f;6547;4
909e430324d1d07372797a539e9c114f;6548;5
909e430324d1d07372797a539e9c114f;6295;5
909e430324d1d07372797a539e9c114f;5943;2
909e430324d1d07372797a539e9c114f;1383;4
909e430324d1d07372797a539e9c114f;6300;5
909e430324d1d07372797a539e9c114f;6549;4
909e430324d1d07372797a539e9c114f;9658;5
8259dfb858cf8044aa494873faee8aa0;1371;5
58d72d612c20aff5a3c5255a1c0f1974;5936;5
f0c10fc96c6f8e59f2d589e5f65b29f8;2544;4
88d52180c9d6077f732c0f82359b9451;1381;4
354a9f0958e8bd3493b3f0550c444e6c;1420;4
737a64669a693e5fad92be8c725d4adc;2547;5
737a64669a693e5fad92be8c725d4adc;2544;5
421ac427569b322916771d07ed8a09ab;291;5
9ed4109312407eec67e4d580f00d7f9e;2547;5
e9c6f9554db36dec0e1d5e9c3d170e92;6655;5
37f0acdb0e6e5cbf974d4bccb2083fbf;2547;3
a84fbb4719da735b07088e4bce6adb8f;1384;2
a84fbb4719da735b07088e4bce6adb8f;1715;3
42d7488aeda47ee799e81301761eeab2;2547;4
5788bc5f994b96cc087213cc346be0d7;9444;4
82ab06e36972b3b3ad6c5bf5cdfc6784;2547;1
13d16398c8f284a0fd3ea11acae57551;676;5
6986d866ce37b74526560c15b4592668;1432;4
51f750778b68744677ae850148eff704;1374;3
846b7fe8ff63210e053f72ff9524debd;2547;5
fa59413ca1ebba6b9d7e44bbaf858ef7;1432;5
14d665ebdedbdb67b4806b1b23de609f;2544;4
662c8d07036e17bb638de91c35164803;1372;4
747d06093e1c7040add4c85a96dcaa93;1371;5
747d06093e1c7040add4c85a96dcaa93;1420;5
77a0ff311c453181ff9d4ca2caaceb7c;1383;4
cd32e45503b18b775dd8416517b3ab33;6300;3
cd32e45503b18b775dd8416517b3ab33;1519;4
cd32e45503b18b775dd8416517b3ab33;1432;5
23e5db679b25b8cee65de80e96c7fca1;2547;5
79f1294e283cbc453d285e123e508f64;6656;4
30d5798f1cba336e79c37d20a19e1eb2;2547;5
071a585e5224020ab2d8ed1e000bb21a;6295;4
27bdaa8ee6701b727b42240256eddef8;1519;5
f9816720483c9e0ffc90a3a9fea2423a;2547;5
5cbd42bdbf1c4cfc5163ae46731107ea;6548;5
a2ad16c31343813a9cec914f14e11e38;2547;0
58cc9a3767fbc4b717572d61784f7a11;5932;5
074a86af4b326b7bfa6ddb6fb4a3d568;2547;4
e0546cf07bd0d4bdc4f741d9999b05e8;2544;5
e5d0b0b71c1ff7f3f36994b125270a51;1420;5
0ba340d22b7f14a460c133eb255d067b;1432;4
aa8f355775ca2a78ab3758e30081d8e2;2547;5
47613d4c79ce12ebd4740ada18ff16c1;1432;5
47613d4c79ce12ebd4740ada18ff16c1;9490;5
0004ae25e3cf5f5a44b6f1ccfdd3d343;291;5
0004ae25e3cf5f5a44b6f1ccfdd3d343;2547;5
c3930e38accf3f89ceae3c6a0d727202;1381;5
f2faad1e8d37c41f63570c8836ea43a7;1372;1
e3ab09d693a6fa0249dd6f4c097f42fc;1371;3
81d9946c0943cc60cb78d326d0c034d1;6656;3
81d9946c0943cc60cb78d326d0c034d1;1371;4
81be7ae2d750bf2fa5dd66cfb8e2beae;292;4
e30af36ad5cef53e1befe9f10d08bbd3;1420;5
928421234818bede8208b0c2b3d86f0b;676;4
decbd35b4b45d26faa260de75a9410c1;676;4
decbd35b4b45d26faa260de75a9410c1;1519;5
132ed5c6d7954dadc603973f20cfaaa5;1420;1
338a6b12ee2c21a98a5b0328ce2b1b1d;2549;5
4dc5b82e381983fc72a55aa08713f3da;1382;4
cf5d16fd3620965ed65e03e0a3bcc6ec;6295;3
956fc40261cf46a2ac2f3caa5da8d2b5;1420;5
249e64206bebe3a61b240b8e990bfa9a;1371;3
249e64206bebe3a61b240b8e990bfa9a;2547;4
5c3b8c82d2b146aa5d577a970e4b19d5;6656;4
f6089583bdc20e56c61abcf8136caa31;1381;5
6ab9620d0b22d615ad7aac511a17e00a;1381;4
15eec2eba65d6b5dc2c39f98ed8e7293;5289;5
17deb25686b888de5354385f9256944f;1371;4
78e8579546616ec7311a58bdf01a51a5;2547;5
5bbccc3ffd1ac43ec1089939f44f51d1;9444;5
88d1fdb8f335b760331b9caf97b23ad6;5932;4
b747dfd0769a2ed75d48b9cfd75d3e56;1371;5
2ba0a8da962baab7f0c9fe11ac7051d3;1381;5
10acf5c253b38cbfbe98ab23c4f21abe;1371;5
1703aa80e25f43887768834fd10ff35b;291;5
22434476de5cee4710cc0a368c05b2ae;2549;4
953b731bf1ef82c5acd703c181f87977;2711;5
125eb8d303fca813b4f81a769091bc8b;1381;3
2db07a6f320279d5e47d5b6a6fe3a151;6328;3
2db07a6f320279d5e47d5b6a6fe3a151;1381;4
ca1c301fff032671a4fd555429db2298;6656;5
6a1d00d19e79fb3502ad123af96a45d3;291;4
6a1d00d19e79fb3502ad123af96a45d3;2547;4
7a35d80aad2075de27b623030a77b5ff;6328;4
c88c6437140f54f5223f9c2e3576cdc9;1371;5
9360bb9c5facb8e04777e6369139cf5d;1432;4
7d055d20601024c5a03f4919e825ce86;2696;0
2c729a2c762271c09856ad3bcb3fbba7;5932;4
479aa9d1a60ebf69d30e7599bba541a7;1420;4
479aa9d1a60ebf69d30e7599bba541a7;1376;5
479aa9d1a60ebf69d30e7599bba541a7;1381;5
e0b329f90ab898966927d8b7d3183055;676;2
e2a40232574661a5ee097e3fbf0ab311;2547;5
09595f065ec981d384cb05d6b72330b5;6656;4
5fb013548e302ac689395039a1a532e6;6295;4
dd0ff5bb559c15936cdd80f0c8163030;1371;4
2b5fbb3999eb0bb9403bf363fd55893e;1374;5
2735c5d5c05a78dfef4d7abb3511e2cb;1420;5
da3b9a5ea91c12e5cfa098588afa737d;2547;5
da3b9a5ea91c12e5cfa098588afa737d;290;5
c5895f85ba805795e5a58380a6f71eb5;1420;5
285826a93f6b4763c28fae1f15e30c92;2547;5
a06f71bb9bf4eac31d6c16181b502735;6295;5
bb8d7740a758fa2cfe888469dd50e6ae;2547;4
bb8d7740a758fa2cfe888469dd50e6ae;6300;3
48b51e3cf63d775439b578c07ec74520;2547;4
d67e437e515c1f66ef4e2ad08714d0e9;1433;5
3d4ea58ac879146d605bc10a724b8613;291;4
